Target,Content,Well,Sample,Sex,Life_Status,Life_Stage_Code,Life_Stage,Cq,Cq.Mean,Delta.Cq,Cq.Std..Dev,SQ,Log.Starting.Quantity,SQ.Mean,SQ.Std.Dev,Copy_Number,CN.norm
IGF2,Unkn-20,D11,03L,M,Animal,7,Week 8,31.79486807,31.80813955,0.01327148,0.127468288,117.8630501,2.071377676,117.058169,10.89619874,3928.768337,-104064.0606
EEF2,Unkn-20,D12,03L,M,Animal,7,Week 8,27.88275033,27.80223069,0.08051964,0.071018363,2925.820888,3.466247736,3113.285969,165.6230711,97527.36293,
IGF1,Unkn-20,D12,03L,M,Animal,7,Week 8,32.50266414,32.34568451,0.15697963,0.139366522,66.24658432,1.821163491,74.33835323,7.214559262,2208.219477,-95319.14345
IGF2,Unkn-20,D12,03L,M,Animal,7,Week 8,31.94172436,31.80813955,0.13358481,0.127468288,105.7818482,2.024411151,117.058169,10.89619874,3526.061607,-94001.30132
EEF2,Unkn-12,D7,04L,M,Animal,7,Week 8,26.99125538,27.04124663,0.04999125,0.04627888,5890.472963,3.770150167,5673.430441,200.2582565,196349.0988,
IGF1,Unkn-12,D7,04L,M,Animal,7,Week 8,33.44701944,33.58044432,0.13342488,0.204552907,30.62465316,1.486071179,28.01970389,3.935896426,1020.821772,-195328.277
IGF2,Unkn-12,D7,04L,M,Animal,7,Week 8,31.33843204,31.4954968,0.15706476,0.136022159,163.3770423,2.21319103,146.027704,15.02497564,5445.90141,-190903.1974
EEF2,Unkn-12,D8,04L,M,Animal,7,Week 8,27.08259434,27.04124663,0.04134771,0.04627888,5495.823891,3.740032808,5673.430441,200.2582565,183194.1297,
IGF1,Unkn-12,D8,04L,M,Animal,7,Week 8,33.81594729,33.58044432,0.23550297,0.204552907,23.49202226,1.370920404,28.01970389,3.935896426,783.0674087,-182411.0623
IGF2,Unkn-12,D8,04L,M,Animal,7,Week 8,31.57387691,31.4954968,0.07838011,0.136022159,137.3684381,2.13788696,146.027704,15.02497564,4578.947937,-178615.1818
EEF2,Unkn-12,D9,04L,M,Animal,7,Week 8,27.04989016,27.04124663,0.00864353,0.04627888,5633.994469,3.750816416,5673.430441,200.2582565,187799.8156,
IGF1,Unkn-12,D9,04L,M,Animal,7,Week 8,33.47836623,33.58044432,0.10207809,0.204552907,29.94243624,1.476287133,28.01970389,3.935896426,998.081208,-186801.7344
IGF2,Unkn-12,D9,04L,M,Animal,7,Week 8,31.57418146,31.4954968,0.07868466,0.136022159,137.3376315,2.137789553,146.027704,15.02497564,4577.92105,-183221.8946
EEF2,Unkn-23,G10,08L,M,Animal,7,Week 8,26.58309489,26.62361863,0.040523735,0.063210792,7849.690372,3.894852527,7781.389591,370.830488,261656.3457,
IGF1,Unkn-23,G10,08L,M,Animal,7,Week 8,34.55547021,34.47421098,0.08125923,0.350757351,15.31413762,1.185092545,14.38534623,3.37323118,510.471254,-261145.8744
IGF2,Unkn-23,G10,08L,M,Animal,7,Week 8,32.13102493,32.04719622,0.08382871,0.091962528,92.01749408,1.963870402,99.6132969,6.615093868,3067.249803,-258589.0959
EEF2,Unkn-23,G11,08L,M,Animal,7,Week 8,26.66414236,26.62361863,0.040523735,0.063210792,7381.156555,3.868124417,7781.389591,370.830488,246038.5518,
IGF1,Unkn-23,G11,08L,M,Animal,7,Week 8,34.39295175,34.47421098,0.08125923,0.350757351,17.19687765,1.235449601,14.38534623,3.37323118,573.229255,-245465.3225
IGF2,Unkn-23,G11,08L,M,Animal,7,Week 8,31.96336751,32.04719622,0.08382871,0.091962528,104.1092682,2.017489394,99.6132969,6.615093868,3470.30894,-242568.2429
EEF2,Unkn-07,G4,11L,F,Animal,7,Week 8,26.24007989,26.12781015,0.11226974,0.483552789,10419.25311,4.017836588,9629.312791,3195.641511,347308.437,
IGF1,Unkn-07,G4,11L,F,Animal,7,Week 8,34.19630688,33.97961109,0.21669579,0.265510605,17.87316744,1.252201524,19.84400701,3.961755081,595.772248,-346712.6648
IGF2,Unkn-07,G4,11L,F,Animal,7,Week 8,30.86787521,30.82011589,0.04775932,0.479883307,231.0429353,2.363692693,203.024665,63.6702726,7701.431177,-339607.0058
EEF2,Unkn-07,G6,11L,F,Animal,7,Week 8,26.01554041,26.12781015,0.11226974,0.483552789,12355.9,4.091874385,9629.312791,3195.641511,411863.3333,
IGF1,Unkn-07,G6,11L,F,Animal,7,Week 8,33.7629153,33.97961109,0.21669579,0.265510605,24.4046676,1.387472897,19.84400701,3.961755081,813.48892,-411049.8444
IGF2,Unkn-07,G6,11L,F,Animal,7,Week 8,30.77235657,30.82011589,0.04775932,0.479883307,247.8809358,2.394243127,203.024665,63.6702726,8262.69786,-403600.6354
EEF2,Unkn-14,F7,24L,F,Animal,7,Week 8,26.6219452,26.62265764,0.00071244,0.008565997,7796.926921,3.891923464,7792.820463,50.66076304,259897.564,
IGF1,Unkn-14,F7,24L,F,Animal,7,Week 8,31.25951426,31.26027971,0.00076545,0.027030787,147.5167432,2.168841316,147.454156,2.863236643,4917.224773,-254980.3392
IGF2,Unkn-14,F7,24L,F,Animal,7,Week 8,31.33950272,31.23349216,0.10601056,0.162546026,163.2482702,2.212848588,177.3671068,21.89235572,5441.609007,-254455.955
EEF2,Unkn-14,F8,24L,F,Animal,7,Week 8,26.61447011,26.62265764,0.00818753,0.008565997,7841.303019,3.894388237,7792.820463,50.66076304,261376.7673,
IGF1,Unkn-14,F8,24L,F,Animal,7,Week 8,31.23363978,31.26027971,0.02663993,0.027030787,150.285586,2.176917329,147.454156,2.863236643,5009.519533,-256367.2478
IGF2,Unkn-14,F8,24L,F,Animal,7,Week 8,31.04635064,31.23349216,0.18714152,0.162546026,202.5860702,2.30660958,177.3671068,21.89235572,6752.869007,-254623.8983
EEF2,Unkn-14,F9,24L,F,Animal,7,Week 8,26.63155761,26.62265764,0.00889997,0.008565997,7740.231448,3.888753947,7792.820463,50.66076304,258007.7149,
IGF1,Unkn-14,F9,24L,F,Animal,7,Week 8,31.2876851,31.26027971,0.02740539,0.027030787,144.5601389,2.160048557,147.454156,2.863236643,4818.671297,-253189.0436
IGF2,Unkn-14,F9,24L,F,Animal,7,Week 8,31.31462313,31.23349216,0.08113097,0.162546026,166.26698,2.220806009,177.3671068,21.89235572,5542.232667,-252465.4822
EEF2,Unkn-02,B4,33L,M,Animal,7,Week 8,26.35571627,26.49648514,0.14076887,0.140197767,9329.067167,3.96983822,8415.014525,895.176989,310968.9056,
IGF1,Unkn-02,B4,33L,M,Animal,7,Week 8,34.37319205,34.50844576,0.13525371,0.117794622,17.44103407,1.24157223,15.87452911,1.363256408,581.3678023,-310387.5378
IGF2,Unkn-02,B4,33L,M,Animal,7,Week 8,31.71382038,31.87202905,0.15820867,0.140463144,125.1116544,2.097297767,111.7563616,11.81115858,4170.38848,-306798.5171
EEF2,Unkn-02,B5,33L,M,Animal,7,Week 8,26.63610474,26.49648514,0.1396196,0.140197767,7539.989798,3.877370758,8415.014525,895.176989,251332.9933,
IGF1,Unkn-02,B5,33L,M,Animal,7,Week 8,34.56360666,34.50844576,0.0551609,0.117794622,15.22549542,1.182571433,15.87452911,1.363256408,507.516514,-250825.4768
IGF2,Unkn-02,B5,33L,M,Animal,7,Week 8,31.98207537,31.87202905,0.11004632,0.140463144,102.6848517,2.01150638,111.7563616,11.81115858,3422.82839,-247910.1649
EEF2,Unkn-02,B6,33L,M,Animal,7,Week 8,26.49763441,26.49648514,0.00114927,0.140197767,8375.98661,3.923035974,8415.014525,895.176989,279199.5537,
IGF1,Unkn-02,B6,33L,M,Animal,7,Week 8,34.58853856,34.50844576,0.0800928,0.117794622,14.95705784,1.174846173,15.87452911,1.363256408,498.5685947,-278700.9851
IGF2,Unkn-02,B6,33L,M,Animal,7,Week 8,31.9201914,31.87202905,0.04816235,0.140463144,107.4725787,2.03129767,111.7563616,11.81115858,3582.41929,-275617.1344
